,user_id,gender,state,age,date_joined,no_of_dependents,marital_status,income,product_id,product_name,aisle_id,department_id,prices,order_id,order_number,orders_day_of_week,order_hour_of_day,days_since_prior_order,add_to_cart_order,reordered,_merge,price_range_loc,busiest_day,busiest_days,busiest_periods,max_order,loyalty_flag,mean_price,spending_flag,median_prior_days,order_frequency,total_orders,activity_flag
6153198,47119,Female,Vermont,21,8/12/2017,3,living with parents and siblings,40589,19887,Unsweetened Vanilla Almond Breeze,91,16,3.2,61337,2,0,10,21.0,2,0,both,Low-range product,Busiest day,Busiest days,Most orders,3,New customer,6.125,Low Spender,21.0,Non-frequent customer,4,Low Activity
6153199,47119,Female,Vermont,21,8/12/2017,3,living with parents and siblings,40589,47402,Fuji Apples,24,4,7.1,1127985,1,0,8,,1,0,both,Mid-range product,Busiest day,Busiest days,Average orders,3,New customer,6.125,Low Spender,21.0,Non-frequent customer,4,Low Activity
6153200,47119,Female,Vermont,21,8/12/2017,3,living with parents and siblings,40589,47402,Fuji Apples,24,4,7.1,61337,2,0,10,21.0,1,1,both,Mid-range product,Busiest day,Busiest days,Most orders,3,New customer,6.125,Low Spender,21.0,Non-frequent customer,4,Low Activity
6153201,47119,Female,Vermont,21,8/12/2017,3,living with parents and siblings,40589,47402,Fuji Apples,24,4,7.1,1036022,3,4,7,18.0,1,1,both,Mid-range product,Least busy,Least busy days,Average orders,3,New customer,6.125,Low Spender,21.0,Non-frequent customer,4,Low Activity
6168338,11700,Female,Montana,40,8/13/2017,1,married,74835,27344,Uncured Genoa Salami,96,20,14.8,2912119,2,1,16,3.0,2,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,11.85,High Spender,3.0,Frequent customer,4,Low Activity
6168339,11700,Female,Montana,40,8/13/2017,1,married,74835,29509,80  Vodka Holiday Edition,124,5,12.9,2912119,2,1,16,3.0,1,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,11.85,High Spender,3.0,Frequent customer,4,Low Activity
6168340,11700,Female,Montana,40,8/13/2017,1,married,74835,29509,80  Vodka Holiday Edition,124,5,12.9,194043,3,5,16,4.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,11.85,High Spender,3.0,Frequent customer,4,Low Activity
6168341,11700,Female,Montana,40,8/13/2017,1,married,74835,38444,Chardonnay,62,5,6.8,1463389,1,5,8,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,11.85,High Spender,3.0,Frequent customer,4,Low Activity
6175415,105136,Female,New Jersey,38,8/13/2017,0,single,27306,19660,Spring Water,115,7,2.0,582659,2,0,20,30.0,2,0,both,Low-range product,Busiest day,Busiest days,Average orders,3,New customer,6.5,Low Spender,30.0,Non-frequent customer,4,Low Activity
6175416,105136,Female,New Jersey,38,8/13/2017,0,single,27306,19660,Spring Water,115,7,2.0,1450971,3,3,12,30.0,1,1,both,Low-range product,Regularly busy,Least busy days,Most orders,3,New customer,6.5,Low Spender,30.0,Non-frequent customer,4,Low Activity
6175417,105136,Female,New Jersey,38,8/13/2017,0,single,27306,21386,Smartwater,115,7,11.0,3418933,1,2,17,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,6.5,Low Spender,30.0,Non-frequent customer,4,Low Activity
6175418,105136,Female,New Jersey,38,8/13/2017,0,single,27306,21386,Smartwater,115,7,11.0,582659,2,0,20,30.0,1,1,both,Mid-range product,Busiest day,Busiest days,Average orders,3,New customer,6.5,Low Spender,30.0,Non-frequent customer,4,Low Activity
6209077,63347,Male,California,68,8/14/2017,0,divorced/widowed,58712,6878,Red Blend,28,5,6.9,2446348,1,2,18,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,5.9,Low Spender,22.5,Non-frequent customer,4,Low Activity
6209078,63347,Male,California,68,8/14/2017,0,divorced/widowed,58712,6878,Red Blend,28,5,6.9,935232,2,2,16,28.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,5.9,Low Spender,22.5,Non-frequent customer,4,Low Activity
6209079,63347,Male,California,68,8/14/2017,0,divorced/widowed,58712,6878,Red Blend,28,5,6.9,577879,3,5,19,17.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,5.9,Low Spender,22.5,Non-frequent customer,4,Low Activity
6209080,63347,Male,California,68,8/14/2017,0,divorced/widowed,58712,40214,90 Calorie Chocolate Fudge Brownies,48,14,2.9,2446348,1,2,18,,2,0,both,Low-range product,Regularly busy,Regularly busy,Average orders,3,New customer,5.9,Low Spender,22.5,Non-frequent customer,4,Low Activity
6238767,196154,Female,Delaware,61,8/15/2017,3,married,49970,19660,Spring Water,115,7,2.0,2748758,1,3,12,,1,0,both,Low-range product,Regularly busy,Least busy days,Most orders,3,New customer,1.9333333333333333,Low Spender,30.0,Non-frequent customer,3,Low Activity
6238768,196154,Female,Delaware,61,8/15/2017,3,married,49970,19660,Spring Water,115,7,2.0,1396880,2,2,10,30.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,1.9333333333333333,Low Spender,30.0,Non-frequent customer,3,Low Activity
6238769,196154,Female,Delaware,61,8/15/2017,3,married,49970,44585,Anti Viral Upright Facial Tissue,54,17,1.8,2573074,3,2,9,30.0,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,1.9333333333333333,Low Spender,30.0,Non-frequent customer,3,Low Activity
6267901,200816,Female,North Dakota,78,8/17/2017,2,married,34917,196,Soda,77,7,9.0,3135803,2,4,10,30.0,2,0,both,Mid-range product,Least busy,Least busy days,Most orders,3,New customer,5.3,Low Spender,30.0,Non-frequent customer,4,Low Activity
6267902,200816,Female,North Dakota,78,8/17/2017,2,married,34917,38768,Sweet Kale Salad Mix,32,4,5.4,1648548,1,0,14,,1,0,both,Mid-range product,Busiest day,Busiest days,Most orders,3,New customer,5.3,Low Spender,30.0,Non-frequent customer,4,Low Activity
6267903,200816,Female,North Dakota,78,8/17/2017,2,married,34917,38768,Sweet Kale Salad Mix,32,4,5.4,3135803,2,4,10,30.0,1,1,both,Mid-range product,Least busy,Least busy days,Most orders,3,New customer,5.3,Low Spender,30.0,Non-frequent customer,4,Low Activity
6267904,200816,Female,North Dakota,78,8/17/2017,2,married,34917,43352,Raspberries,32,4,1.4,2530005,3,3,9,30.0,1,0,both,Low-range product,Regularly busy,Least busy days,Most orders,3,New customer,5.3,Low Spender,30.0,Non-frequent customer,4,Low Activity
6443920,96613,Female,Louisiana,64,8/22/2017,0,divorced/widowed,51045,48238,Gotta Do Chocolate Ice Cream,37,1,1.5,1690237,1,1,16,,1,0,both,Low-range product,Regularly busy,Busiest days,Most orders,3,New customer,1.5,Low Spender,3.5,Frequent customer,3,Low Activity
6443921,96613,Female,Louisiana,64,8/22/2017,0,divorced/widowed,51045,48238,Gotta Do Chocolate Ice Cream,37,1,1.5,817344,2,1,19,7.0,1,1,both,Low-range product,Regularly busy,Busiest days,Average orders,3,New customer,1.5,Low Spender,3.5,Frequent customer,3,Low Activity
6443922,96613,Female,Louisiana,64,8/22/2017,0,divorced/widowed,51045,48238,Gotta Do Chocolate Ice Cream,37,1,1.5,3107558,3,1,19,0.0,1,1,both,Low-range product,Regularly busy,Busiest days,Average orders,3,New customer,1.5,Low Spender,3.5,Frequent customer,3,Low Activity
6537007,29856,Female,Montana,29,8/25/2017,2,married,35262,16281,Solid White Albacore Tuna,95,15,8.5,902896,3,1,9,30.0,1,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,4,New customer,5.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
6537008,29856,Female,Montana,29,8/25/2017,2,married,35262,21137,Organic Strawberries,24,4,7.3,1713078,4,1,11,30.0,1,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,4,New customer,5.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
6537009,29856,Female,Montana,29,8/25/2017,2,married,35262,26900,USDA AA Extra Large Eggs,86,16,2.3,2125289,1,1,10,,1,0,both,Low-range product,Regularly busy,Busiest days,Most orders,4,New customer,5.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
6537010,29856,Female,Montana,29,8/25/2017,2,married,35262,40389,Sesame Dressing,89,13,2.3,500944,2,3,20,30.0,1,0,both,Low-range product,Regularly busy,Least busy days,Average orders,4,New customer,5.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
6537424,37404,Female,Montana,29,8/25/2017,2,married,28051,35640,Beer Brats Sausage,14,20,7.0,3090920,2,5,11,14.0,2,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,5.3,Low Spender,14.0,Regular customer,4,Low Activity
6537425,37404,Female,Montana,29,8/25/2017,2,married,28051,35640,Beer Brats Sausage,14,20,7.0,2894984,3,5,14,30.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,5.3,Low Spender,14.0,Regular customer,4,Low Activity
6537426,37404,Female,Montana,29,8/25/2017,2,married,28051,40396,Guacamole,67,20,3.6,2131846,1,5,9,,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,5.3,Low Spender,14.0,Regular customer,4,Low Activity
6537427,37404,Female,Montana,29,8/25/2017,2,married,28051,40396,Guacamole,67,20,3.6,3090920,2,5,11,14.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,5.3,Low Spender,14.0,Regular customer,4,Low Activity
6562114,127384,Female,Mississippi,37,8/26/2017,2,married,58016,16953,Creamy Peanut Butter,88,13,11.5,2529582,1,0,13,,1,0,both,Mid-range product,Busiest day,Busiest days,Most orders,3,New customer,7.266666666666667,Low Spender,13.0,Regular customer,3,Low Activity
6562115,127384,Female,Mississippi,37,8/26/2017,2,married,58016,19348,Fat Free Milk,84,16,4.6,2846332,2,2,7,16.0,1,0,both,Low-range product,Regularly busy,Regularly busy,Average orders,3,New customer,7.266666666666667,Low Spender,13.0,Regular customer,3,Low Activity
6562116,127384,Female,Mississippi,37,8/26/2017,2,married,58016,26142,Lite Reduced Fat Swiss Cheese,2,16,5.7,2657168,3,5,11,10.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,7.266666666666667,Low Spender,13.0,Regular customer,3,Low Activity
6562117,55712,Male,Maine,56,8/26/2017,2,married,39704,5258,Sparkling Water,115,7,1.1,2032423,1,4,11,,1,0,both,Low-range product,Least busy,Least busy days,Most orders,3,New customer,1.1,Low Spender,16.5,Regular customer,3,Low Activity
6562118,55712,Male,Maine,56,8/26/2017,2,married,39704,5258,Sparkling Water,115,7,1.1,2758615,2,3,17,20.0,1,1,both,Low-range product,Regularly busy,Least busy days,Average orders,3,New customer,1.1,Low Spender,16.5,Regular customer,3,Low Activity
6562119,55712,Male,Maine,56,8/26/2017,2,married,39704,5258,Sparkling Water,115,7,1.1,2483306,3,2,14,13.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,1.1,Low Spender,16.5,Regular customer,3,Low Activity
6581939,77961,Female,Maryland,38,8/27/2017,1,married,74595,19057,Organic Large Extra Fancy Fuji Apple,24,4,9.6,1381073,3,1,6,7.0,1,0,both,Mid-range product,Regularly busy,Busiest days,Fewest orders,4,New customer,10.075,High Spender,14.0,Regular customer,4,Low Activity
6581940,77961,Female,Maryland,38,8/27/2017,1,married,74595,19057,Organic Large Extra Fancy Fuji Apple,24,4,9.6,3373967,4,1,5,14.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Fewest orders,4,New customer,10.075,High Spender,14.0,Regular customer,4,Low Activity
6581941,77961,Female,Maryland,38,8/27/2017,1,married,74595,37646,Organic Gala Apples,24,4,9.1,705661,2,1,5,30.0,1,0,both,Mid-range product,Regularly busy,Busiest days,Fewest orders,4,New customer,10.075,High Spender,14.0,Regular customer,4,Low Activity
6581942,77961,Female,Maryland,38,8/27/2017,1,married,74595,47229,Bag of Organic Fuji Apples,123,4,12.0,1949587,1,1,5,,1,0,both,Mid-range product,Regularly busy,Busiest days,Fewest orders,4,New customer,10.075,High Spender,14.0,Regular customer,4,Low Activity
6585919,111101,Female,Nevada,74,8/28/2017,2,married,127280,196,Soda,77,7,9.0,3149572,1,3,13,,1,0,both,Mid-range product,Regularly busy,Least busy days,Most orders,3,New customer,9.0,Low Spender,30.0,Non-frequent customer,3,Low Activity
6585920,111101,Female,Nevada,74,8/28/2017,2,married,127280,196,Soda,77,7,9.0,1507294,2,3,9,30.0,1,1,both,Mid-range product,Regularly busy,Least busy days,Most orders,3,New customer,9.0,Low Spender,30.0,Non-frequent customer,3,Low Activity
6585921,111101,Female,Nevada,74,8/28/2017,2,married,127280,196,Soda,77,7,9.0,395437,3,2,15,30.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,9.0,Low Spender,30.0,Non-frequent customer,3,Low Activity
6665582,112859,Male,Virginia,37,8/30/2017,2,married,62342,17795,Organic Green Leaf Lettuce,83,4,11.6,2745170,3,2,23,5.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,4,New customer,9.325,Low Spender,5.0,Frequent customer,4,Low Activity
6665583,112859,Male,Virginia,37,8/30/2017,2,married,62342,24630,Gluten Free Quiche & Pie Crusts,58,1,10.6,206153,1,3,15,,1,0,both,Mid-range product,Regularly busy,Least busy days,Most orders,4,New customer,9.325,Low Spender,5.0,Frequent customer,4,Low Activity
6665584,112859,Male,Virginia,37,8/30/2017,2,married,62342,39475,Total Greek Strained Yogurt,120,16,4.9,584170,4,6,14,4.0,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,4,New customer,9.325,Low Spender,5.0,Frequent customer,4,Low Activity
6665585,112859,Male,Virginia,37,8/30/2017,2,married,62342,41220,Organic Romaine Lettuce,83,4,10.2,1442011,2,4,14,30.0,1,0,both,Mid-range product,Least busy,Least busy days,Most orders,4,New customer,9.325,Low Spender,5.0,Frequent customer,4,Low Activity
6713478,10091,Male,Texas,45,9/1/2017,2,married,42439,8057,Organic Chicken & Mozzarella Ravioli,12,9,2.1,821204,3,4,23,8.0,2,0,both,Low-range product,Least busy,Least busy days,Average orders,3,New customer,3.2,Low Spender,8.0,Frequent customer,4,Low Activity
6713479,10091,Male,Texas,45,9/1/2017,2,married,42439,16797,Strawberries,24,4,1.3,154442,2,3,18,4.0,1,0,both,Low-range product,Regularly busy,Least busy days,Average orders,3,New customer,3.2,Low Spender,8.0,Frequent customer,4,Low Activity
6713480,10091,Male,Texas,45,9/1/2017,2,married,42439,16797,Strawberries,24,4,1.3,821204,3,4,23,8.0,1,1,both,Low-range product,Least busy,Least busy days,Average orders,3,New customer,3.2,Low Spender,8.0,Frequent customer,4,Low Activity
6713481,10091,Male,Texas,45,9/1/2017,2,married,42439,20345,Thin Crust Pepperoni Pizza,79,1,8.1,1400375,1,6,13,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,3.2,Low Spender,8.0,Frequent customer,4,Low Activity
6778947,108607,Male,North Carolina,22,9/3/2017,2,married,36010,10070,Organic 1% Low Fat Milk,84,16,5.9,2101644,1,1,13,,1,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,4,New customer,5.0,Low Spender,13.0,Regular customer,4,Low Activity
6778948,108607,Male,North Carolina,22,9/3/2017,2,married,36010,10070,Organic 1% Low Fat Milk,84,16,5.9,796209,2,2,11,22.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,4,New customer,5.0,Low Spender,13.0,Regular customer,4,Low Activity
6778949,108607,Male,North Carolina,22,9/3/2017,2,married,36010,10070,Organic 1% Low Fat Milk,84,16,5.9,286533,3,6,13,11.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,4,New customer,5.0,Low Spender,13.0,Regular customer,4,Low Activity
6778950,108607,Male,North Carolina,22,9/3/2017,2,married,36010,16486,Diet Pepsi Slim Cans,77,7,2.3,2184549,4,5,14,13.0,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,4,New customer,5.0,Low Spender,13.0,Regular customer,4,Low Activity
6854683,118673,Male,Virginia,22,9/6/2017,1,married,94530,1957,Fabric Softener Dryer Sheet Outdoor Fresh 160CT Fabric Enhancers,75,17,4.4,2913514,4,1,20,30.0,1,0,both,Low-range product,Regularly busy,Busiest days,Average orders,4,New customer,7.375,Low Spender,30.0,Non-frequent customer,4,Low Activity
6854684,118673,Male,Virginia,22,9/6/2017,1,married,94530,8859,Natural Spring Water,115,7,4.8,2391956,3,5,8,30.0,1,0,both,Low-range product,Regularly busy,Regularly busy,Average orders,4,New customer,7.375,Low Spender,30.0,Non-frequent customer,4,Low Activity
6854685,118673,Male,Virginia,22,9/6/2017,1,married,94530,9358,April Fresh Liquid Fabric Softener,75,17,7.4,2959412,1,4,23,,1,0,both,Mid-range product,Least busy,Least busy days,Average orders,4,New customer,7.375,Low Spender,30.0,Non-frequent customer,4,Low Activity
6854686,118673,Male,Virginia,22,9/6/2017,1,married,94530,38300,Tall Kitchen Bag With Febreze Odor Shield,60,17,12.9,2876109,2,5,8,30.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,4,New customer,7.375,Low Spender,30.0,Non-frequent customer,4,Low Activity
6878239,183065,Male,New Mexico,54,9/7/2017,2,married,40182,8859,Natural Spring Water,115,7,4.8,1686752,1,5,8,,1,0,both,Low-range product,Regularly busy,Regularly busy,Average orders,3,New customer,4.8,Low Spender,27.0,Non-frequent customer,3,Low Activity
6878240,183065,Male,New Mexico,54,9/7/2017,2,married,40182,8859,Natural Spring Water,115,7,4.8,229181,2,1,8,24.0,1,1,both,Low-range product,Regularly busy,Busiest days,Average orders,3,New customer,4.8,Low Spender,27.0,Non-frequent customer,3,Low Activity
6878241,183065,Male,New Mexico,54,9/7/2017,2,married,40182,8859,Natural Spring Water,115,7,4.8,2841961,3,4,15,30.0,1,1,both,Low-range product,Least busy,Least busy days,Most orders,3,New customer,4.8,Low Spender,27.0,Non-frequent customer,3,Low Activity
6929979,48250,Male,Arkansas,71,9/9/2017,0,divorced/widowed,44146,13948,Wastebasket Liners,60,17,2.6,63935,1,6,14,,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,2.6,Low Spender,30.0,Non-frequent customer,3,Low Activity
6929980,48250,Male,Arkansas,71,9/9/2017,0,divorced/widowed,44146,13948,Wastebasket Liners,60,17,2.6,954539,2,4,6,30.0,1,1,both,Low-range product,Least busy,Least busy days,Fewest orders,3,New customer,2.6,Low Spender,30.0,Non-frequent customer,3,Low Activity
6929981,48250,Male,Arkansas,71,9/9/2017,0,divorced/widowed,44146,13948,Wastebasket Liners,60,17,2.6,985727,3,3,18,30.0,1,1,both,Low-range product,Regularly busy,Least busy days,Average orders,3,New customer,2.6,Low Spender,30.0,Non-frequent customer,3,Low Activity
6957266,166745,Male,New Mexico,31,9/10/2017,0,single,97154,890,Organic Diced Tomatoes,81,15,4.9,1658568,2,6,16,28.0,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,9.866666666666667,Low Spender,29.0,Non-frequent customer,3,Low Activity
6957267,166745,Male,New Mexico,31,9/10/2017,0,single,97154,38300,Tall Kitchen Bag With Febreze Odor Shield,60,17,12.9,1317050,3,6,9,30.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,9.866666666666667,Low Spender,29.0,Non-frequent customer,3,Low Activity
6957268,166745,Male,New Mexico,31,9/10/2017,0,single,97154,42265,Organic Baby Carrots,123,4,11.8,363560,1,6,11,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,9.866666666666667,Low Spender,29.0,Non-frequent customer,3,Low Activity
6958574,163545,Male,Pennsylvania,26,9/10/2017,3,married,31738,31759,Cherrios Honey Nut,121,14,2.7,1205799,1,5,15,,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,4,New customer,2.7,Low Spender,26.0,Non-frequent customer,4,Low Activity
6958575,163545,Male,Pennsylvania,26,9/10/2017,3,married,31738,31759,Cherrios Honey Nut,121,14,2.7,2363915,2,6,15,30.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Most orders,4,New customer,2.7,Low Spender,26.0,Non-frequent customer,4,Low Activity
6958576,163545,Male,Pennsylvania,26,9/10/2017,3,married,31738,31759,Cherrios Honey Nut,121,14,2.7,595831,3,4,14,26.0,1,1,both,Low-range product,Least busy,Least busy days,Most orders,4,New customer,2.7,Low Spender,26.0,Non-frequent customer,4,Low Activity
6958577,163545,Male,Pennsylvania,26,9/10/2017,3,married,31738,31759,Cherrios Honey Nut,121,14,2.7,1527868,4,6,16,23.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Most orders,4,New customer,2.7,Low Spender,26.0,Non-frequent customer,4,Low Activity
7016935,66343,Female,Tennessee,22,9/12/2017,3,married,46151,47210,Fresh Farmed Tilapia Fillet,15,12,8.1,484769,1,6,11,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,4,New customer,8.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
7016936,66343,Female,Tennessee,22,9/12/2017,3,married,46151,47210,Fresh Farmed Tilapia Fillet,15,12,8.1,1561557,2,1,11,30.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Most orders,4,New customer,8.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
7016937,66343,Female,Tennessee,22,9/12/2017,3,married,46151,47210,Fresh Farmed Tilapia Fillet,15,12,8.1,276317,3,6,15,19.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,4,New customer,8.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
7016938,66343,Female,Tennessee,22,9/12/2017,3,married,46151,47210,Fresh Farmed Tilapia Fillet,15,12,8.1,2922475,4,1,12,30.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Most orders,4,New customer,8.1,Low Spender,30.0,Non-frequent customer,4,Low Activity
7068540,114840,Female,Pennsylvania,79,9/14/2017,2,married,100995,5776,Lubricant Eye Drops,44,11,4.8,3186178,3,5,12,9.0,2,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,8.175,Low Spender,9.0,Frequent customer,4,Low Activity
7068541,114840,Female,Pennsylvania,79,9/14/2017,2,married,100995,9088,Disinfecting Toilet Wand Refills,114,17,11.1,965267,2,3,17,27.0,1,0,both,Mid-range product,Regularly busy,Least busy days,Average orders,3,New customer,8.175,Low Spender,9.0,Frequent customer,4,Low Activity
7068542,114840,Female,Pennsylvania,79,9/14/2017,2,married,100995,32463,Olive Oil & Aloe Vera Hand Soap,25,11,8.5,1529796,1,4,17,,1,0,both,Mid-range product,Least busy,Least busy days,Average orders,3,New customer,8.175,Low Spender,9.0,Frequent customer,4,Low Activity
7068543,114840,Female,Pennsylvania,79,9/14/2017,2,married,100995,39275,Organic Blueberries,123,4,8.3,3186178,3,5,12,9.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,8.175,Low Spender,9.0,Frequent customer,4,Low Activity
7069475,176827,Female,Florida,39,9/14/2017,1,married,96676,26932,Turbinado Cane Sugar,17,13,15.0,1304703,1,4,14,,1,0,both,Mid-range product,Least busy,Least busy days,Most orders,3,New customer,15.0,High Spender,16.5,Regular customer,3,Low Activity
7069476,176827,Female,Florida,39,9/14/2017,1,married,96676,26932,Turbinado Cane Sugar,17,13,15.0,2846262,2,3,2,30.0,1,1,both,Mid-range product,Regularly busy,Least busy days,Fewest orders,3,New customer,15.0,High Spender,16.5,Regular customer,3,Low Activity
7069477,176827,Female,Florida,39,9/14/2017,1,married,96676,26932,Turbinado Cane Sugar,17,13,15.0,2426404,3,6,0,3.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Fewest orders,3,New customer,15.0,High Spender,16.5,Regular customer,3,Low Activity
7186747,64465,Female,Alabama,32,9/18/2017,0,single,39226,11821,Organic Milk Whole,84,16,7.3,3396479,1,0,13,,1,0,both,Mid-range product,Busiest day,Busiest days,Most orders,3,New customer,6.9,Low Spender,6.0,Frequent customer,4,Low Activity
7186748,64465,Female,Alabama,32,9/18/2017,0,single,39226,13761,Vanilla Honey with Moisturizer Hand Soap,127,11,3.4,2505589,3,4,12,5.0,1,0,both,Low-range product,Least busy,Least busy days,Most orders,3,New customer,6.9,Low Spender,6.0,Frequent customer,4,Low Activity
7186749,64465,Female,Alabama,32,9/18/2017,0,single,39226,24838,Unsweetened Almondmilk,91,16,5.3,2260134,2,6,9,6.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,6.9,Low Spender,6.0,Frequent customer,4,Low Activity
7186750,64465,Female,Alabama,32,9/18/2017,0,single,39226,43662,"Yogurt, Strained Low-Fat, Coconut",120,16,11.6,2260134,2,6,9,6.0,2,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,6.9,Low Spender,6.0,Frequent customer,4,Low Activity
7317798,92559,Male,Utah,48,9/23/2017,1,married,51492,1078,French Vanilla Creme Protein Energy Bars,3,19,1.6,1055337,1,2,23,,1,0,both,Low-range product,Regularly busy,Regularly busy,Average orders,4,New customer,1.6,Low Spender,9.0,Frequent customer,4,Low Activity
7317799,92559,Male,Utah,48,9/23/2017,1,married,51492,1078,French Vanilla Creme Protein Energy Bars,3,19,1.6,769719,2,5,14,3.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Most orders,4,New customer,1.6,Low Spender,9.0,Frequent customer,4,Low Activity
7317800,92559,Male,Utah,48,9/23/2017,1,married,51492,1078,French Vanilla Creme Protein Energy Bars,3,19,1.6,788990,3,4,14,13.0,1,1,both,Low-range product,Least busy,Least busy days,Most orders,4,New customer,1.6,Low Spender,9.0,Frequent customer,4,Low Activity
7317801,92559,Male,Utah,48,9/23/2017,1,married,51492,1078,French Vanilla Creme Protein Energy Bars,3,19,1.6,1953913,4,6,12,9.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Most orders,4,New customer,1.6,Low Spender,9.0,Frequent customer,4,Low Activity
7348493,139827,Female,Minnesota,54,9/24/2017,0,single,30750,11885,"Sparkling Water, Bottles",115,7,6.8,56544,1,5,12,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,4,New customer,6.8,Low Spender,30.0,Non-frequent customer,4,Low Activity
7348494,139827,Female,Minnesota,54,9/24/2017,0,single,30750,11885,"Sparkling Water, Bottles",115,7,6.8,1027023,2,3,16,26.0,1,1,both,Mid-range product,Regularly busy,Least busy days,Most orders,4,New customer,6.8,Low Spender,30.0,Non-frequent customer,4,Low Activity
7348495,139827,Female,Minnesota,54,9/24/2017,0,single,30750,11885,"Sparkling Water, Bottles",115,7,6.8,716403,3,0,13,30.0,1,1,both,Mid-range product,Busiest day,Busiest days,Most orders,4,New customer,6.8,Low Spender,30.0,Non-frequent customer,4,Low Activity
7348496,139827,Female,Minnesota,54,9/24/2017,0,single,30750,11885,"Sparkling Water, Bottles",115,7,6.8,1301115,4,3,16,30.0,1,1,both,Mid-range product,Regularly busy,Least busy days,Most orders,4,New customer,6.8,Low Spender,30.0,Non-frequent customer,4,Low Activity
7349557,10015,Male,Louisiana,58,9/25/2017,1,married,119655,2855,Organic Good Seed Bread,112,3,7.5,1067108,3,0,21,30.0,1,0,both,Mid-range product,Busiest day,Busiest days,Average orders,3,New customer,9.266666666666667,Low Spender,30.0,Non-frequent customer,3,Low Activity
7349558,10015,Male,Louisiana,58,9/25/2017,1,married,119655,13176,Bag of Organic Bananas,24,4,10.3,702314,2,0,1,30.0,1,0,both,Mid-range product,Busiest day,Busiest days,Fewest orders,3,New customer,9.266666666666667,Low Spender,30.0,Non-frequent customer,3,Low Activity
